Provider,TotalReimbursement,AvgReimbursement,StdReimbursement,MaxReimbursement,MinReimbursement,TotalDeductible,AvgDeductible,TotalClaims,UniquePatients,AvgAge,StdAge,MinAge,MaxAge,MaleRatio,DeceasedRatio,AvgClaimDuration,StdClaimDuration,MaxClaimDuration,AvgAdmissionDuration,MaxAdmissionDuration,ChronicCond_Alzheimer_Prevalence,ChronicCond_Heartfailure_Prevalence,ChronicCond_KidneyDisease_Prevalence,ChronicCond_Cancer_Prevalence,ChronicCond_ObstrPulmonary_Prevalence,ChronicCond_Depression_Prevalence,ChronicCond_Diabetes_Prevalence,ChronicCond_IschemicHeart_Prevalence,ChronicCond_Osteoporasis_Prevalence,ChronicCond_rheumatoidarthritis_Prevalence,ChronicCond_stroke_Prevalence,RenalDiseaseIndicator_Prevalence,InpatientRatio,ClaimsPerPatient,ReimbursementPerPatient,ReimbursementPerClaim,OutpatientRatio,PotentialFraud,PotentialFraud_Binary
PRV53307,7430,218.52941176470588,475.4527816656275,2700,10,10,0.29411764705882354,34,31,75.70588235294117,10.062018026897913,53,98,0.35294117647058826,0.029411764705882353,1.7941176470588236,3.599489961889011,21,0.0,0.0,0.38235294117647056,0.6176470588235294,0.35294117647058826,0.20588235294117646,0.29411764705882354,0.47058823529411764,0.7352941176470589,0.6470588235294118,0.4411764705882353,0.5,0.029411764705882353,0.08823529411764706,0.0,1.096774193548387,239.67741935483872,218.52941176470588,1.0,No,0
PRV53308,125990,2799.777777777778,7722.408211552832,39000,0,7486,166.35555555555555,45,23,85.02222222222223,12.10839094649373,52,107,0.4666666666666667,0.0,2.8444444444444446,5.174041657225719,21,4.285714285714286,10.0,0.35555555555555557,0.5111111111111111,0.35555555555555557,0.13333333333333333,0.2222222222222222,0.5333333333333333,0.7555555555555555,0.6666666666666666,0.3111111111111111,0.2222222222222222,0.044444444444444446,0.28888888888888886,0.15555555555555556,1.9565217391304348,5477.826086956522,2799.777777777778,0.8444444444444444,No,0
PRV53309,45260,718.4126984126984,2586.991780445816,19000,0,4482,71.14285714285714,63,35,80.58730158730158,11.12485581006221,51,102,0.4603174603174603,0.0,2.984126984126984,5.265505715050346,21,6.75,13.0,0.42857142857142855,0.6349206349206349,0.6190476190476191,0.06349206349206349,0.19047619047619047,0.6190476190476191,0.6984126984126984,0.8095238095238095,0.6507936507936508,0.30158730158730157,0.12698412698412698,0.2698412698412698,0.06349206349206349,1.8,1293.142857142857,718.4126984126984,0.9365079365079365,No,0
PRV53310,2290,229.0,305.08468769616525,900,0,0,0.0,10,8,78.6,12.57157287074471,51,96,0.6,0.1,1.0,0.0,1,0.0,0.0,0.5,0.9,0.5,0.1,0.6,0.6,0.6,0.8,0.4,0.6,0.3,0.2,0.0,1.25,286.25,229.0,1.0,No,0
PRV53312,29790,458.3076923076923,918.7773282173184,5000,0,1168,17.96923076923077,65,46,79.33846153846154,11.792843331705626,53,107,0.46153846153846156,0.0,1.8307692307692307,3.3614042395312205,21,2.0,2.0,0.4461538461538462,0.5230769230769231,0.36923076923076925,0.2,0.35384615384615387,0.4461538461538462,0.5692307692307692,0.7384615384615385,0.4,0.4,0.03076923076923077,0.15384615384615385,0.015384615384615385,1.4130434782608696,647.6086956521739,458.3076923076923,0.9846153846153847,No,0
PRV53313,17800,261.7647058823529,507.445875877111,2500,0,160,2.3529411764705883,68,22,80.80882352941177,11.797112412867238,61,101,0.5147058823529411,0.08823529411764706,1.8088235294117647,3.508017907598979,21,0.0,0.0,0.17647058823529413,0.38235294117647056,0.3382352941176471,0.029411764705882353,0.2647058823529412,0.36764705882352944,0.6911764705882353,0.6470588235294118,0.45588235294117646,0.14705882352941177,0.14705882352941177,0.029411764705882353,0.0,3.090909090909091,809.0909090909091,261.7647058823529,1.0,No,0
PRV53314,92490,1622.6315789473683,7622.304096324292,57000,10,4322,75.82456140350877,57,24,81.35087719298245,7.120120454614556,61,97,0.7192982456140351,0.0,2.6140350877192984,4.7725194976961305,21,10.25,16.0,0.7017543859649122,0.2807017543859649,0.49122807017543857,0.05263157894736842,0.38596491228070173,0.3508771929824561,0.7368421052631579,0.7192982456140351,0.24561403508771928,0.543859649122807,0.14035087719298245,0.42105263157894735,0.07017543859649122,2.375,3853.75,1622.6315789473683,0.9298245614035088,No,0
PRV53315,8340,333.6,674.7646503287893,3300,0,80,3.2,25,18,76.24,9.373188713915171,60,91,0.2,0.0,1.96,4.015387071420803,21,0.0,0.0,0.52,0.4,0.24,0.2,0.32,0.24,0.64,0.56,0.48,0.24,0.0,0.2,0.0,1.3888888888888888,463.3333333333333,333.6,1.0,No,0
PRV53317,45850,2865.625,5264.496137650149,19000,10,5360,335.0,16,15,81.125,15.152007567755943,39,99,0.4375,0.0,2.625,2.704933763822446,10,6.0,10.0,0.3125,0.5,0.3125,0.0,0.375,0.25,0.625,0.8125,0.4375,0.4375,0.0625,0.1875,0.3125,1.0666666666666667,3056.6666666666665,2865.625,0.6875,No,0
PRV53318,9420,448.57142857142856,842.5632659586205,3200,10,130,6.190476190476191,21,19,79.33333333333333,12.60687643047767,47,107,0.19047619047619047,0.0,3.6666666666666665,6.733003292241385,21,0.0,0.0,0.38095238095238093,0.47619047619047616,0.47619047619047616,0.19047619047619047,0.23809523809523808,0.6190476190476191,0.7142857142857143,0.7142857142857143,0.19047619047619047,0.23809523809523808,0.14285714285714285,0.38095238095238093,0.0,1.105263157894737,495.7894736842105,448.57142857142856,1.0,No,0
PRV53319,130220,1142.280701754386,2729.123180884008,15000,0,14064,123.36842105263158,114,46,74.5701754385965,16.685518758855977,45,98,0.6228070175438597,0.0,2.8859649122807016,4.9667189218150325,21,5.076923076923077,10.0,0.43859649122807015,0.6228070175438597,0.39473684210526316,0.07894736842105263,0.42105263157894735,0.40350877192982454,0.8771929824561403,0.8421052631578947,0.3508771929824561,0.2543859649122807,0.16666666666666666,0.13157894736842105,0.11403508771929824,2.4782608695652173,2830.8695652173915,1142.280701754386,0.8859649122807017,No,0
PRV53320,81340,1311.9354838709678,5970.126131712488,45000,0,3394,54.74193548387097,62,35,75.62903225806451,10.093389933991363,51,103,0.3225806451612903,0.0,3.6451612903225805,6.103201992702101,21,2.3333333333333335,3.0,0.45161290322580644,0.7580645161290323,0.5,0.1935483870967742,0.46774193548387094,0.45161290322580644,0.6451612903225806,0.7096774193548387,0.3387096774193548,0.22580645161290322,0.4032258064516129,0.46774193548387094,0.04838709677419355,1.7714285714285714,2324.0,1311.9354838709678,0.9516129032258065,No,0
PRV53321,27530,339.87654320987656,602.9790498582028,2600,0,130,1.6049382716049383,81,39,80.82716049382717,10.33778279354039,45,107,0.5679012345679012,0.0,4.08641975308642,6.955568867576895,21,0.0,0.0,0.41975308641975306,0.6049382716049383,0.43209876543209874,0.20987654320987653,0.30864197530864196,0.2962962962962963,0.7407407407407407,0.7777777777777778,0.43209876543209874,0.25925925925925924,0.14814814814814814,0.30864197530864196,0.0,2.076923076923077,705.8974358974359,339.87654320987656,1.0,No,0
PRV53323,2920,162.22222222222223,265.497436689865,1000,0,0,0.0,18,11,74.16666666666667,15.085052983977608,36,99,0.6666666666666666,0.0,1.2777777777777777,0.6691131580686884,3,0.0,0.0,0.7222222222222222,0.7222222222222222,0.6666666666666666,0.1111111111111111,0.5,0.6666666666666666,0.7222222222222222,0.7222222222222222,0.6111111111111112,0.8333333333333334,0.3888888888888889,0.2222222222222222,0.0,1.6363636363636365,265.45454545454544,162.22222222222223,1.0,No,0
PRV53325,12890,204.6031746031746,312.6980683107001,1100,0,200,3.1746031746031744,63,27,79.80952380952381,12.623400113073599,52,98,0.31746031746031744,0.0,2.0793650793650795,3.7343289214529016,21,0.0,0.0,0.42857142857142855,0.6666666666666666,0.6666666666666666,0.3492063492063492,0.38095238095238093,0.5714285714285714,0.746031746031746,0.7301587301587301,0.3492063492063492,0.4126984126984127,0.3333333333333333,0.42857142857142855,0.0,2.3333333333333335,477.4074074074074,204.6031746031746,1.0,No,0
PRV53326,31950,313.2352941176471,673.7249222206345,3300,0,490,4.803921568627451,102,46,71.47058823529412,13.540336426457152,44,105,0.3431372549019608,0.0,2.607843137254902,5.161082208152558,21,0.0,0.0,0.37254901960784315,0.5098039215686274,0.43137254901960786,0.058823529411764705,0.3137254901960784,0.4019607843137255,0.7843137254901961,0.7549019607843137,0.3431372549019608,0.2549019607843137,0.058823529411764705,0.27450980392156865,0.0,2.217391304347826,694.5652173913044,313.2352941176471,1.0,No,0
PRV53329,2070,188.1818181818182,304.1650269777307,1000,0,1138,103.45454545454545,11,11,73.72727272727273,13.979205335718543,51,93,0.45454545454545453,0.0,1.1818181818181819,0.40451991747794525,2,2.0,2.0,0.36363636363636365,0.6363636363636364,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.5454545454545454,0.8181818181818182,0.7272727272727273,0.45454545454545453,0.5454545454545454,0.2727272727272727,0.18181818181818182,0.09090909090909091,1.0,188.1818181818182,188.1818181818182,0.9090909090909091,No,0
PRV53331,810,115.71428571428571,128.82250616735453,400,20,0,0.0,7,7,78.57142857142857,18.246982790378823,43,95,0.42857142857142855,0.0,1.0,0.0,1,0.0,0.0,0.42857142857142855,0.8571428571428571,0.5714285714285714,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.8571428571428571,1.0,0.14285714285714285,0.7142857142857143,0.14285714285714285,0.14285714285714285,0.0,1.0,115.71428571428571,115.71428571428571,1.0,No,0
PRV53334,9340,322.0689655172414,521.5661806407479,2000,10,70,2.413793103448276,29,14,78.72413793103448,14.322551029069349,35,96,0.3448275862068966,0.0,3.206896551724138,6.1781834497622565,21,0.0,0.0,0.6551724137931034,0.5517241379310345,0.4827586206896552,0.06896551724137931,0.3103448275862069,0.4482758620689655,0.6551724137931034,0.6206896551724138,0.13793103448275862,0.5517241379310345,0.1724137931034483,0.10344827586206896,0.0,2.0714285714285716,667.1428571428571,322.0689655172414,1.0,No,0
PRV53335,114030,299.29133858267716,563.720508999706,3300,0,1460,3.832020997375328,381,266,78.80839895013123,13.338015823731205,36,105,0.49868766404199477,0.005249343832020997,2.6036745406824147,5.170043992392247,21,0.0,0.0,0.43832020997375326,0.6141732283464567,0.45931758530183725,0.10236220472440945,0.32020997375328086,0.47506561679790027,0.7244094488188977,0.7716535433070866,0.3333333333333333,0.28608923884514437,0.10236220472440945,0.23622047244094488,0.0,1.4323308270676691,428.6842105263158,299.29133858267716,1.0,No,0
PRV53336,34000,11333.333333333334,10598.742063723097,21000,0,3204,1068.0,3,3,67.33333333333333,25.403411844343534,38,82,0.3333333333333333,0.0,6.333333333333333,4.163331998932265,11,6.333333333333333,11.0,0.6666666666666666,0.6666666666666666,1.0,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,0.0,0.0,1.0,1.0,11333.333333333334,11333.333333333334,0.0,No,0
PRV53337,1620,324.0,550.027272051123,1300,30,110,22.0,5,3,76.4,10.406728592598157,65,84,0.6,0.0,5.2,8.843076387773658,21,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.6,0.0,0.0,0.0,0.2,0.0,0.2,0.0,1.6666666666666667,540.0,324.0,1.0,No,0
PRV53339,1430,143.0,207.79530526190646,700,0,0,0.0,10,8,83.3,6.429964575675706,75,94,0.4,0.0,5.4,8.315981935740092,21,0.0,0.0,0.4,0.8,0.7,0.3,0.2,0.7,0.8,0.7,0.6,0.4,0.2,0.3,0.0,1.25,178.75,143.0,1.0,No,0
PRV53340,2170,94.34782608695652,144.81417832884767,500,0,10,0.43478260869565216,23,16,77.82608695652173,17.103035812161973,40,102,0.5217391304347826,0.0,1.2173913043478262,1.0425720702853738,6,0.0,0.0,0.5217391304347826,0.782608695652174,0.2608695652173913,0.08695652173913043,0.2608695652173913,0.34782608695652173,0.6956521739130435,0.8260869565217391,0.21739130434782608,0.4782608695652174,0.17391304347826086,0.21739130434782608,0.0,1.4375,135.625,94.34782608695652,1.0,No,0
PRV53341,4090,454.44444444444446,610.6576600500298,1800,10,0,0.0,9,9,75.77777777777777,10.353474993664905,51,85,0.2222222222222222,0.0,3.2222222222222223,6.666666666666667,21,0.0,0.0,0.1111111111111111,0.5555555555555556,0.5555555555555556,0.1111111111111111,0.2222222222222222,0.5555555555555556,0.8888888888888888,0.8888888888888888,0.4444444444444444,0.4444444444444444,0.1111111111111111,0.2222222222222222,0.0,1.0,454.44444444444446,454.44444444444446,1.0,No,0
PRV53342,25810,353.56164383561645,698.9344466619123,3300,0,380,5.205479452054795,73,59,77.94520547945206,13.367550273120878,39,103,0.4931506849315068,0.0,2.191780821917808,4.587596605844984,21,0.0,0.0,0.4246575342465753,0.6301369863013698,0.3424657534246575,0.1095890410958904,0.3698630136986301,0.4520547945205479,0.7671232876712328,0.7123287671232876,0.273972602739726,0.4246575342465753,0.0684931506849315,0.2465753424657534,0.0,1.2372881355932204,437.45762711864404,353.56164383561645,1.0,No,0
PRV53343,310,51.666666666666664,37.638632635454044,100,10,0,0.0,6,6,80.0,9.818350166906862,68,92,0.6666666666666666,0.16666666666666666,1.0,0.0,1,0.0,0.0,0.5,0.6666666666666666,0.6666666666666666,0.16666666666666666,0.5,0.3333333333333333,0.8333333333333334,0.8333333333333334,0.3333333333333333,0.6666666666666666,0.16666666666666666,0.3333333333333333,0.0,1.0,51.666666666666664,51.666666666666664,1.0,No,0
PRV53344,630,210.0,185.20259177452135,400,30,0,0.0,3,3,71.66666666666667,9.291573243177568,61,78,0.3333333333333333,0.0,1.0,0.0,1,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.0,0.3333333333333333,0.0,0.0,0.0,1.0,210.0,210.0,1.0,No,0
PRV53346,770,192.5,205.48722588034516,500,70,0,0.0,4,4,64.25,14.545904349105742,45,76,0.0,0.0,6.0,10.0,21,0.0,0.0,0.5,0.5,0.75,0.0,0.25,0.5,0.5,0.5,0.25,0.5,0.0,0.0,0.0,1.0,192.5,192.5,1.0,No,0
PRV53347,280,46.666666666666664,28.047578623950173,100,20,0,0.0,6,6,79.5,9.311283477587825,67,91,0.5,0.0,1.0,0.0,1,0.0,0.0,0.5,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,1.0,1.0,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.0,0.0,1.0,46.666666666666664,46.666666666666664,1.0,No,0
PRV53349,2180,90.83333333333333,109.73948069490945,400,20,70,2.9166666666666665,24,16,73.16666666666667,11.980660744886237,46,92,0.3333333333333333,0.0,2.0416666666666665,4.16485467846762,21,0.0,0.0,0.4583333333333333,0.5833333333333334,0.5833333333333334,0.125,0.375,0.5416666666666666,0.9166666666666666,0.75,0.375,0.3333333333333333,0.08333333333333333,0.25,0.0,1.5,136.25,90.83333333333333,1.0,No,0
PRV53350,2420,605.0,630.8459928276209,1200,40,0,0.0,4,3,76.75,5.5,72,82,0.25,0.0,2.25,2.5,6,0.0,0.0,1.0,1.0,1.0,0.25,0.5,0.5,1.0,0.75,0.25,0.75,0.0,0.25,0.0,1.3333333333333333,806.6666666666666,605.0,1.0,No,0
PRV53351,4660,258.8888888888889,374.0696520371085,1300,20,260,14.444444444444445,18,13,75.72222222222223,10.73644456186802,60,94,0.16666666666666666,0.0,2.111111111111111,4.714045207910317,21,0.0,0.0,0.5555555555555556,0.4444444444444444,0.4444444444444444,0.2222222222222222,0.2777777777777778,0.3888888888888889,0.7777777777777778,0.4444444444444444,0.2777777777777778,0.3888888888888889,0.0,0.2222222222222222,0.0,1.3846153846153846,358.46153846153845,258.8888888888889,1.0,No,0
PRV53352,92300,320.4861111111111,617.1552471700799,3300,0,870,3.0208333333333335,288,187,78.28125,13.249445291130046,37,106,0.46875,0.010416666666666666,2.3819444444444446,4.654616722474554,21,0.0,0.0,0.4618055555555556,0.6145833333333334,0.4513888888888889,0.14930555555555555,0.2638888888888889,0.3715277777777778,0.6840277777777778,0.7986111111111112,0.2465277777777778,0.2743055555555556,0.052083333333333336,0.2013888888888889,0.0,1.5401069518716577,493.58288770053474,320.4861111111111,1.0,No,0
PRV53353,9310,310.3333333333333,650.9435238669848,3300,20,10,0.3333333333333333,30,25,80.6,10.490060977436917,60,96,0.36666666666666664,0.03333333333333333,2.6,4.966091920768004,21,0.0,0.0,0.5333333333333333,0.6333333333333333,0.3333333333333333,0.13333333333333333,0.26666666666666666,0.4666666666666667,0.6666666666666666,0.5666666666666667,0.36666666666666664,0.4,0.06666666666666667,0.23333333333333334,0.0,1.2,372.4,310.3333333333333,1.0,No,0
PRV53354,5120,284.44444444444446,505.4668456250556,2200,0,100,5.555555555555555,18,18,73.11111111111111,17.142615933566024,37,102,0.4444444444444444,0.05555555555555555,2.388888888888889,3.9278625962682807,17,0.0,0.0,0.5555555555555556,0.6111111111111112,0.4444444444444444,0.2222222222222222,0.5555555555555556,0.6111111111111112,0.6111111111111112,0.9444444444444444,0.3333333333333333,0.4444444444444444,0.1111111111111111,0.2222222222222222,0.0,1.0,284.44444444444446,284.44444444444446,1.0,No,0
PRV53355,510,170.0,204.20577856662138,400,10,10,3.3333333333333335,3,3,82.33333333333333,10.115993936995677,76,94,0.6666666666666666,0.0,3.3333333333333335,4.041451884327381,8,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,1.0,0.0,0.3333333333333333,0.0,0.0,0.0,1.0,170.0,170.0,1.0,No,0
PRV53356,3950,103.94736842105263,176.85754648768705,900,0,80,2.1052631578947367,38,36,78.52631578947368,12.790910713102287,40,105,0.5,0.0,1.0,0.0,1,0.0,0.0,0.4473684210526316,0.6052631578947368,0.5,0.07894736842105263,0.15789473684210525,0.4473684210526316,0.6578947368421053,0.7894736842105263,0.2631578947368421,0.18421052631578946,0.07894736842105263,0.21052631578947367,0.0,1.0555555555555556,109.72222222222223,103.94736842105263,1.0,No,0
PRV53357,1820,910.0,1258.6500705120545,1800,20,0,0.0,2,2,75.5,13.435028842544403,66,85,0.0,0.0,1.0,0.0,1,0.0,0.0,0.5,0.5,0.0,0.5,1.0,0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,910.0,910.0,1.0,No,0
PRV53358,2840,946.6666666666666,1271.4296415190788,2400,40,0,0.0,3,3,65.33333333333333,11.59022576714247,53,76,0.6666666666666666,0.0,1.0,0.0,1,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,946.6666666666666,946.6666666666666,1.0,No,0
PRV53359,57150,268.3098591549296,550.0359831680987,3300,0,420,1.971830985915493,213,155,80.33333333333333,12.861257702321906,37,106,0.45539906103286387,0.009389671361502348,2.3615023474178405,4.579056258976497,21,0.0,0.0,0.4694835680751174,0.5305164319248826,0.48826291079812206,0.11267605633802817,0.3192488262910798,0.45539906103286387,0.7464788732394366,0.7699530516431925,0.36619718309859156,0.3145539906103286,0.15492957746478872,0.24413145539906103,0.0,1.3741935483870968,368.7096774193548,268.3098591549296,1.0,No,0
PRV53360,2660,133.0,202.8766801986395,780,10,30,1.5,20,12,84.0,5.301439725008172,74,91,0.4,0.0,1.0,0.0,1,0.0,0.0,0.45,0.55,0.45,0.1,0.35,0.4,0.75,0.75,0.35,0.35,0.0,0.15,0.0,1.6666666666666667,221.66666666666666,133.0,1.0,No,0
PRV53361,4540,504.44444444444446,1069.639087626185,3300,10,0,0.0,9,7,76.44444444444444,9.488296884993522,59,89,0.5555555555555556,0.0,3.2222222222222223,4.8419463487779835,15,0.0,0.0,0.5555555555555556,0.6666666666666666,0.4444444444444444,0.0,0.2222222222222222,0.5555555555555556,0.6666666666666666,0.8888888888888888,0.3333333333333333,0.5555555555555556,0.1111111111111111,0.0,0.0,1.2857142857142858,648.5714285714286,504.44444444444446,1.0,No,0
PRV53362,13220,377.7142857142857,789.5646071776285,3300,10,20,0.5714285714285714,35,24,78.82857142857142,12.079359435406658,42,103,0.2857142857142857,0.0,3.085714285714286,5.7053711977575725,21,0.0,0.0,0.4,0.5142857142857142,0.37142857142857144,0.2,0.2,0.5142857142857142,0.6857142857142857,0.6857142857142857,0.2857142857142857,0.45714285714285713,0.2571428571428571,0.22857142857142856,0.0,1.4583333333333333,550.8333333333334,377.7142857142857,1.0,No,0
PRV53363,16940,413.1707317073171,714.8092019007249,3300,10,40,0.975609756097561,41,38,80.02439024390245,14.031193471829202,39,105,0.5121951219512195,0.024390243902439025,3.902439024390244,6.774233824015748,21,0.0,0.0,0.36585365853658536,0.6097560975609756,0.5609756097560976,0.12195121951219512,0.36585365853658536,0.43902439024390244,0.7317073170731707,0.7804878048780488,0.34146341463414637,0.34146341463414637,0.0975609756097561,0.34146341463414637,0.0,1.0789473684210527,445.7894736842105,413.1707317073171,1.0,No,0
PRV53364,8770,337.3076923076923,663.9129924458939,3300,10,0,0.0,26,24,80.38461538461539,16.228559820457082,44,106,0.5769230769230769,0.0,1.0384615384615385,0.19611613513818402,2,0.0,0.0,0.3076923076923077,0.5384615384615384,0.5384615384615384,0.15384615384615385,0.38461538461538464,0.5384615384615384,0.6923076923076923,0.8076923076923077,0.46153846153846156,0.3076923076923077,0.15384615384615385,0.15384615384615385,0.0,1.0833333333333333,365.4166666666667,337.3076923076923,1.0,No,0
PRV53365,730,121.66666666666667,109.25505327748766,300,0,0,0.0,6,6,69.33333333333333,23.576824779148414,37,97,0.5,0.0,1.0,0.0,1,0.0,0.0,0.16666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.16666666666666666,0.8333333333333334,0.5,0.3333333333333333,0.0,0.16666666666666666,0.0,0.0,1.0,121.66666666666667,121.66666666666667,1.0,No,0
PRV53369,90,90.0,0.0,90,90,0,0.0,1,1,91.0,0.0,91,91,0.0,0.0,1.0,0.0,1,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,90.0,90.0,1.0,No,0
PRV53370,1070,118.88888888888889,161.97564974745774,400,10,0,0.0,9,7,78.66666666666667,16.38596960817394,60,100,0.3333333333333333,0.0,1.4444444444444444,1.3333333333333333,5,0.0,0.0,0.7777777777777778,0.7777777777777778,0.3333333333333333,0.1111111111111111,0.2222222222222222,0.3333333333333333,0.7777777777777778,0.5555555555555556,0.4444444444444444,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.0,1.2857142857142858,152.85714285714286,118.88888888888889,1.0,No,0
PRV53371,10930,254.1860465116279,424.82059271078265,2000,0,0,0.0,43,29,77.53488372093024,11.187469259780707,53,96,0.3953488372093023,0.0,2.046511627906977,4.264769788752032,21,0.0,0.0,0.4883720930232558,0.6046511627906976,0.4418604651162791,0.13953488372093023,0.3023255813953488,0.3488372093023256,0.6976744186046512,0.7441860465116279,0.3488372093023256,0.23255813953488372,0.13953488372093023,0.3488372093023256,0.0,1.4827586206896552,376.8965517241379,254.1860465116279,1.0,No,0
PRV53373,2210,736.6666666666666,1180.776580616898,2100,40,0,0.0,3,3,80.33333333333333,2.0816659994661335,78,82,1.0,0.0,1.0,0.0,1,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,1.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,1.0,736.6666666666666,736.6666666666666,1.0,No,0
PRV53374,105160,271.7312661498708,560.6097255511982,3300,0,410,1.0594315245478036,387,132,76.74160206718346,14.34477032819628,33,106,0.4496124031007752,0.002583979328165375,2.364341085271318,4.521001054656942,21,0.0,0.0,0.39018087855297157,0.6382428940568475,0.45478036175710596,0.18087855297157623,0.29457364341085274,0.4082687338501292,0.6950904392764858,0.8165374677002584,0.3953488372093023,0.32299741602067183,0.07751937984496124,0.2222222222222222,0.0,2.9318181818181817,796.6666666666666,271.7312661498708,1.0,No,0
PRV53375,4590,306.0,630.1337726455959,1900,0,30,2.0,15,14,79.73333333333333,9.323293920273537,57,96,0.4666666666666667,0.0,1.6666666666666667,2.581988897471611,11,0.0,0.0,0.26666666666666666,0.4666666666666667,0.4,0.13333333333333333,0.2,0.4,0.4,0.4,0.3333333333333333,0.13333333333333333,0.0,0.13333333333333333,0.0,1.0714285714285714,327.85714285714283,306.0,1.0,No,0
PRV53376,28240,381.6216216216216,812.5505708637666,5500,0,260,3.5135135135135136,74,31,76.95945945945945,13.12055711019527,47,96,0.3783783783783784,0.0,2.1216216216216215,4.274655165785355,21,0.0,0.0,0.35135135135135137,0.6081081081081081,0.35135135135135137,0.14864864864864866,0.3918918918918919,0.6216216216216216,0.6486486486486487,0.7702702702702703,0.16216216216216217,0.28378378378378377,0.17567567567567569,0.32432432432432434,0.0,2.3870967741935485,910.9677419354839,381.6216216216216,1.0,No,0
PRV53377,57000,8142.857142857143,2853.5691936340254,12000,4000,7476,1068.0,7,7,74.28571428571429,12.39239398064105,54,87,0.5714285714285714,0.0,4.857142857142857,2.7945525240230875,10,4.857142857142857,10.0,0.8571428571428571,0.8571428571428571,0.5714285714285714,0.2857142857142857,0.5714285714285714,0.2857142857142857,0.5714285714285714,0.8571428571428571,0.14285714285714285,0.5714285714285714,0.14285714285714285,0.14285714285714285,1.0,1.0,8142.857142857143,8142.857142857143,0.0,No,0
PRV53378,74000,7400.0,4115.013163202923,15000,2000,10680,1068.0,10,10,80.5,18.057008488549688,46,106,0.4,0.0,10.4,10.500793620801556,31,10.4,31.0,0.6,0.9,0.7,0.1,0.6,0.5,0.9,1.0,0.3,0.4,0.2,0.4,1.0,1.0,7400.0,7400.0,0.0,No,0
PRV53379,153000,13909.09090909091,14583.926394867367,55000,3000,11748,1068.0,11,10,78.0,19.682479518597244,34,103,0.36363636363636365,0.0,7.909090909090909,7.034977547292464,25,7.909090909090909,25.0,0.5454545454545454,0.6363636363636364,0.6363636363636364,0.2727272727272727,0.18181818181818182,0.5454545454545454,0.8181818181818182,0.8181818181818182,0.45454545454545453,0.5454545454545454,0.09090909090909091,0.5454545454545454,1.0,1.1,15300.0,13909.09090909091,0.0,Yes,1
PRV53380,22000,5500.0,2645.7513110645905,9000,3000,4272,1068.0,4,4,75.25,12.84198842339716,58,89,0.25,0.0,3.75,0.9574271077563381,5,3.75,5.0,0.5,0.75,0.75,0.0,0.5,0.75,1.0,1.0,0.25,0.5,0.0,0.25,1.0,1.0,5500.0,5500.0,0.0,No,0
PRV53381,138120,4185.454545454545,7009.74192236646,22000,0,11818,358.1212121212121,33,29,82.36363636363636,11.483189294078386,56,105,0.42424242424242425,0.0,4.0,5.3967582862307255,21,6.909090909090909,19.0,0.3333333333333333,0.7272727272727273,0.6060606060606061,0.09090909090909091,0.36363636363636365,0.3939393939393939,0.7878787878787878,0.8181818181818182,0.21212121212121213,0.24242424242424243,0.15151515151515152,0.3333333333333333,0.3333333333333333,1.1379310344827587,4762.758620689655,4185.454545454545,0.6666666666666667,No,0
PRV53382,18320,407.1111111111111,773.3857740840308,3300,0,0,0.0,45,38,81.97777777777777,10.347351195725253,51,104,0.4222222222222222,0.0,2.066666666666667,4.1854727114367645,21,0.0,0.0,0.3111111111111111,0.6222222222222222,0.35555555555555557,0.13333333333333333,0.26666666666666666,0.4,0.5333333333333333,0.6222222222222222,0.35555555555555557,0.4888888888888889,0.1111111111111111,0.17777777777777778,0.0,1.1842105263157894,482.10526315789474,407.1111111111111,1.0,No,0
